"date","mood","arousal","valence","activity","screen","call","sms","builtin","communication","entertainment","finance","game","office","other","social","travel","unknown","utilities","weather"
2014-02-17,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2014-02-18,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2014-02-19,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2014-02-20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2014-02-21,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2014-02-22,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2014-02-23,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2014-02-24,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2014-02-25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2014-02-26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2014-02-27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2014-02-28,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2014-03-01,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2014-03-02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2014-03-03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2014-03-04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2014-03-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2014-03-06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2014-03-07,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2014-03-08,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2014-03-09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2014-03-10,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2014-03-11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2014-03-12,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2014-03-13,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2014-03-14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2014-03-15,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2014-03-16,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2014-03-17,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2014-03-18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2014-03-19,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2014-03-20,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2014-03-21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2014-03-22,7,0,1,0.3713608957795,6747.24200201035,NA,1,403.867,1871.42,723.923,NA,NA,NA,294.722,662.43,NA,2821.547,NA,NA
2014-03-23,7,-0.4,1,0.217996152460013,36204.1050014496,1,NA,1069.076,8325.709,1164.891,NA,NA,NA,66.582,26909.387,NA,274.316,21.202,NA
2014-03-24,5.8,-0.2,-0.2,0.355413230780878,11243.0270011425,NA,NA,2697.491,3689.192,1131.028,NA,NA,NA,443.717,1270.961,39.085,280.964,3.016,NA
2014-03-25,6.2,-0.4,0.6,0.27495405128584,21481.4189991951,NA,NA,2184.615,5755.287,13265.386,NA,NA,NA,306.618,NA,180.392,256.963,NA,NA
2014-03-26,7,-0.25,1.25,0.405048854927955,11393.9369974136,1,1,700.687,6966.642,2465.463,NA,179.902,NA,841.12,145.669,22.086,85.333,NA,NA
2014-03-27,7,0.75,1.25,0.356218434343434,9123.21499967575,NA,NA,1005.019,3732.496,4003.163,NA,1684.809,NA,92.791,15.102,42.16,953.916,NA,NA
2014-03-28,7,0.6,1.2,0.405412087912088,5532.18599820137,NA,NA,237.626,4366.891,1032.578,NA,162.835,NA,51.548,NA,6.021,NA,NA,NA
2014-03-29,7.25,0.25,1.5,0.39717587768909,10590.7699999809,NA,NA,1619.468,4979.601,692.373,NA,3467.018,NA,122.693,97.176,56.117,124.069,NA,NA
2014-03-30,7,0,1.2,0.418194351604278,7674.73599910736,1,NA,782.505,2910.908,2285.785,NA,663.558,NA,210.147,522.704,NA,272.746,48.304,NA
2014-03-31,7.5,-0.25,1.5,0.383014657192235,15913.595998764,1,NA,2354.496,8950.417,3680.247,NA,675.346,NA,96.989,277.922,34.179,7.025,NA,NA
2014-04-01,7.5,0,2,0.511297498797499,9203.44099903106,NA,NA,1097.685,6127.288,716.305,NA,126.497,141.805,35.653,201.21,359.536,407.957,35.176,NA
2014-04-02,7,0.5,1,0.46934807020554,11304.2000002861,1,1,1484.921,4949.538,3291.494,NA,244.258,NA,90.07,34.518,1204.962,38.475,22.09,NA
2014-04-03,7,0.5,1,0.360560699897793,14539.9050011635,1,NA,2095.516,6108.804,5385.856,NA,633.276,NA,70.19,50.619,153.237,138.92,4.011,NA
2014-04-04,7,1,1,0.543842706255363,11953.045999527,1,1,1311.793,8742.767,1668.727,NA,101.021,NA,9.152,28.116,55.262,NA,NA,NA
